34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
34	34	34	34
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
35	35	35	35
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
45	45	45	45
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
52	52	52	52
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
68	68	68	68
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
78	78	78	78
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
82	82	82	82
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
95	95	95	95
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
128	128	128	128
